4247cbb9 AIGenericCommon
49340fba TftScoreboardViewController
f046db50 TftSellArea
e4a9b58a TftShopContentData
e52b8f5d TftShopData
369a22b9 TftShopDataList
f424c50f TftShopDropRates
3619aa27 TftShopMobileDelays
da724c76 TftSinusoidalHeightSolver
56767442 TftSkinCharacterDataProperties
b94050aa TftSlotObject
beee3d01 TftSocialPanelViewController
f7f08aaf TftStageRoundData
f641c7ed TftStageRoundDataTemplate
bf5ac0ff TftStageSceneData
9aef58ef TftStageUiData
e20dd534 TftStageViewController
3bea5b98 TftSurrenderCheat
7ecffba4 TftSurrenderViewController
60764292 TftTeamPlannerActiveTraitData
f340b385 TftTeamPlannerChampionListingData
13a37f3e TftTeamPlannerMemberData
e0003cf8 TftTeamPlannerMemberDisplayTrait
cd92ff72 TftTeamPlannerMemberTraitData
e69440b8 TftTeamPlannerTierData
ec3ec171 TftTeamPlannerViewController
2d8b5833 TftTextInfoNubData
32ef34c3 TftTierEntry
ae2530a4 TftTooltipData
a190d964 TftTooltipList
98f54b56 TftTraitAssignment
6f870247 TftTraitData
ab8d65bc TftTraitInfoNubData
5bbce8a7 TftTraitList
0afc6bcd TftTraitTrackerTraitDataTemplate
1d6f8226 TftTraitTrackerTraitIconData
5aff9f1d TftTraitVariationInfoNubData
b662e8c6 TftTrovesBannerActiveList
fdc62fbc TftTrovesBannerCurrencyReward
f5e0c308 TftTrovesBannerData
6972dbb7 TftTrovesBannerLoadoutReward
f790270c TftTrovesBannerNode
8308e157 TftTrovesBannerReward
bdae6d1e TftTrovesBannerRewardGroup
4b413124 TftTrovesBannerTable
18599d08 TftTrovesBannerTableEntry
7a0eb318 TftTrovesCelebrationChestSegmentData
7e3326b6 TftTrovesCelebrationCurrencySegmentData
e2a3857b TftTrovesCelebrationHighlightSegmentData
dbdf56b8 TftTrovesCelebrationStandardSegmentData
1ccc3c8f TftTrovesCelebrationThemeData
591d0e47 TftTrovesCelebrationViewControllerV2
2c16677f TftTrovesViewController
d45c705b TftTrovesViewControllerV2
f0f3a045 TftUnitAttachmentLargeSlotData
257ce8cb TftUnitAttachmentSlotsData
7a2da7e3 TftUnitAttachmentStandardSlotData
ca2caace TftUnitFloatingInfoBarData
9af31ebe TftUnitInfoCharacterRoleData
74f0f7c0 TftUnitInfoCustomButtonData
a709f0b6 TftUnitInfoCustomButtonItemTooltipData
d0f4b6da TftUnitInfoCustomButtonPlainTextTooltipData
cc3d6ff6 TftUnitInfoItemDisplayData
0ca07a45 TftUnitInfoTraitDisplayData
de7f04c2 TftUnitInfoViewController
58c37a62 TftUnitProperties
7041ed03 TftUnitPropertyDefinition
12b6d15e TftUnitPropertyNames
5a0a682a TftUnitPropertyOverride
cd02833b TftUnitPropertyValue
c3d61f7f TftUnitPropertyValueBool
1aee95cf TftUnitPropertyValueFloat
ce4229fb TftUnitPropertyValueInteger
db966ec9 TftUnitPropertyValueIntegerSet
40ac7d9e TftUnitPropertyValueString
aeea2f8a TftUnitShopViewController
d96fd43c TftUxTunables
275342a3 TftZoomSkin
3d7f07ef TimeBlendData
ee5fb96c TimeBlendDataInstance
f36e13f7 TimeMaterialDriver
49559104 TimeMaterialDriverInstance
1265278a TimeMultiplierCheat
1466c675 TimeMultiplierCheatInstance
2fa4c62b TimedVariableWaveBehavior
ee613fef TimedWaveBehaviorInfo
c7d8a802 TipStyleBase
2a96aa37 TipTrackerViewController
aa9fc559 ToastNotificationsViewController
56eb979d ToggleAfkDetectionCheat
77e4ed8d ToggleBarracksCheat
6736170a ToggleBarracksCheatInstance
843f7edb ToggleBuffCheat
d6aca6c8 ToggleBuffCheatInstance
b3c7e52c ToggleCameraHeightCheat
944d2643 ToggleDebugMessagescheat
df6a8659 ToggleInvulnerableCheat
882a63a6 ToggleInvulnerableCheatInstance
b5bd148c ToggleNetworkCheat
a7fab94b TogglePlantFastRespawnCheat
b3dba2b8 TogglePlantFastRespawnCheatInstance
b5b0ef71 ToggleRegenCheat
0076300e ToggleRegenCheatInstance
a6b5ba1b ToggleTeamCheat
ed3f6b08 ToggleTeamCheatInstance
d01d25c0 ToolAiPresence
19ac04e1 ToolAlternateForm
b11164b7 ToolEducationData
39bf50c4 ToolEducationDataInstance
c6702d17 ToolInheritsData
08604b90 ToolPassiveData
0e5884de ToolSoundData
9d41092e ToolSpellDesc
b27d5b93 TooltipFormat
a1285f90 TooltipFormatInstance
861ebb6b TooltipInstance
5eaafbf6 TooltipInstanceBuff
0170af11 TooltipInstanceBuffInstance
9b4e4dd8 TooltipInstanceInstance
35f5c16c TooltipInstanceItem
24c87b06 TooltipInstanceKeyword
fb33f2f3 TooltipInstanceList
9a1b3505 TooltipInstanceListElement
cbff2dd2 TooltipInstanceListElementInstance
f76289f0 TooltipInstanceListInstance
a4e13b57 TooltipInstanceSpell
33c9c364 TooltipInstanceSpellInstance
b3a16a85 TooltipViewController
96ff48b9 ToonInkingFilterParams
a28ee006 ToonInkingFilterParamsInstance
92cd7558 TotalTurnAngleParametricUpdater
ef279b9d TouchOverlayViewController
982a3d24 TrackData
0946dbff TrackDataInstance
54588ac6 TrackMouseMovement
94e53457 TrackerIconSlots
3888f53e TrailComponentData
acad2bb8 TraitInfoNubData
1620ad7f TransitionClipBlendData
e18a883c TransitionClipBlendDataInstance
714677dc TransitionClipData
17bf4ce7 TransitionMissileSpecification
d6420bb4 TransitionMissileSpecificationInstance
58ad2cbf TransitionToData
4bb004c1 TreatAutoAttacksAsNormalSpells
ff256668 TriggerFromScript
b94b2351 TriggerOnDelay
a3b7a209 TriggerOnDistanceFromCaster
1ab2045f TriggerOnHit
bb76adbc TriggerOnMovementComplete
3d0139ee TriggerOnStart
f5f42129 TrophyCupData
4621cb67 TrophyData
cc65da34 TrophyDataInstance
4470354e TrophyGemData
f11bdc61 TrophyPedestalData
ca470c3e TrophyPedestalDataInstance
4c2a6193 TroveElementData
ddac6756 TroveInstanceData
ae63c237 TrueDamageGivenFilter
564d2410 TurnAngleParametricUpdater
0726fba2 TurnAngleRemainingParametricUpdater
fb2aa4b7 Turret
47bdb3f9 TurretFirstBloodLogic
7c700beb UIButtonAdditionalElements
6c2aba87 UIButtonAdditionalState
6c68755e UIButtonDefinition
a68fa594 UIButtonState
2b57350d UIElement
9e490c6c UIElementI
0c6b491a UIMetricTeamScoreMeters
17e5a283 UIPerkSummonerSpecialistSelector
f9c32319 UIScene
0202c6c9 UISceneData
d82eb32a UISceneViewPane
b2305647 UObject
ee41cf31 UVScaleBiasFromAnimationDynamicMaterialDriver
1e8d9860 UiAbilityPromptAnimData
223e46b7 UiAssetElementData
209b0277 UiButtonSoundEvents
e12a737a UiChampionSelectionSlotData
ec8777c6 UiChatPaneDefinition
751db4bd UiClashTeam
eaf3a43d UiComboBoxDefinition
e262e6be UiComboBoxSoundEvents
87b79cec UiDraggableBasic
cd602187 UiDraggableElementGroupDrag
f6c2880c UiDraggableProxyElementDrag
c6bace18 UiDraggableSceneDrag
55f59db3 UiElementAsset
ca9295fb UiElementAssetData
62fa6cad UiElementData
0f524b1c UiElementEffect
97caa9c2 UiElementEffectAmmoData
a7ec17a8 UiElementEffectAnimatedRotatingIconData
a742684a UiElementEffectAnimationData
39ce5bdd UiElementEffectArcFillData
b6d4a0f9 UiElementEffectCircleMaskCooldownData
de9a30e2 UiElementEffectCircleMaskDesaturateData
e9f32215 UiElementEffectCooldownData
e4e463fe UiElementEffectCooldownRadialData
d1dab00e UiElementEffectCustomMaterialData
7d8e7504 UiElementEffectData
c209ee16 UiElementEffectDesaturateData
f726b035 UiElementEffectFillPercentageData
c8336f7d UiElementEffectGlowConstantData
5e447d8d UiElementEffectGlowData
4218b45a UiElementEffectGlowingRotatingIconData
c17e6819 UiElementEffectInstanced
376d5bc9 UiElementEffectInstancedData
8c5a7cbe UiElementEffectLineData
9b4cc4fd UiElementEffectRotatingIconData
7c680834 UiElementGroup
9c51cc70 UiElementGroupButton
63394a54 UiElementGroupButtonAdditionalElements
25e82b58 UiElementGroupButtonData
fc2d67aa UiElementGroupButtonSoundEvents
6780c1c5 UiElementGroupButtonState
89fa8d1c UiElementGroupData
fa3906ef UiElementGroupFramed
345c1c77 UiElementGroupFramedData
99fc44d7 UiElementGroupManagedLayout
89a3465f UiElementGroupManagedLayoutData
66329b3d UiElementGroupMeter
828bfdbd UiElementGroupMeterData
51f21cb1 UiElementGroupSlider
474f1541 UiElementGroupSliderData
560e6c39 UiElementGroupSliderSoundEvents
df3bdc62 UiElementGroupSliderState
398ea534 UiElementIData
2b211648 UiElementIcon
1a65e950 UiElementIconData
29505c77 UiElementInstancedEffect
d946a9af UiElementMeterSkin
e3635366 UiElementParticleSystem
b1e9be66 UiElementParticleSystemData
4eb9ba4f UiElementRect
f06510d5 UiElementRegion
0a5d0595 UiElementRegionData
f4810c81 UiElementScissorRegion
c9e1a631 UiElementScissorRegionData
5a0380d6 UiElementText
d71d9476 UiElementTextData
1a96332d UiElementToggle
4bfe07eb UiHyperlink
06f0c0b6 UiItemSelectionSlotData
20d7982e UiLevelUp
81862b0f UiLevelUpButtonEasingData
c83c665c UiMetricBattery
5cd88e24 UiMetricBounty
1a7fa2f8 UiMetricClash
8bc2dd4a UiMetricCreepScore
cb3ed43e UiMetricFps
5891432c UiMetricGameTime
57e5c253 UiMetricKda
b3a933a4 UiMetricLaneMinionFlatDamageReductionFromMinion
8df16a16 UiMetricLaneMinionI
6a1c233f UiMetricLaneMinionIncreasedMoveSpeed
3de2c4c6 UiMetricLaneMinionPercentIncreasedDamageToMinion
2cfea070 UiMetricLatencyText
cce5e3e3 UiMetricMultiDragonKillsSrX
bac72a13 UiMetricTeamBuffExists
d8374374 UiMetricTeamGold
d609f42b UiMetricTeamKills
276cb970 UiMetricTeamTowerKills
30176f82 UiMetricTypeI
e66ae1e4 UiMetricTypeSimpleI
dd017d46 UiMetricUnitBounty
d59c96a0 UiMetricUnitCreepScore
ef241d31 UiMetricUnitKda
486e38ec UiMetricUnitTypeI
784e827a UiMetricUnitTypeSimpleI
9634a3b1 UiMetricUnitVisionScore
c0b50425 UiMetricVietnameseRatingLabel
6e5b2caf UiMetricVisionScore
d818b098 UiMilestoneFrameData
a9fbac89 UiMilestoneMissionTemplate
627faf1d UiMilestoneProgressMeter
4792d315 UiMilestoneTimelineEnd
19780ce6 UiMissionObjectiveData
add14edd UiMultiKillIconData
137c5cb3 UiPerkSummonerSpecialistSelectorButtonData
ef0efd87 UiPerkSummonerSpecialistToggles
139f27a2 UiPerksStatData
59dc4713 UiPerksStats
fa29db11 UiPlayerPortraitData
0db3289d UiPositionBase
c931f1b9 UiPositionFullScreen
1ac061ee UiPositionPolygon
44600fb6 UiPositionRect
e0d5fc7e UiPropertyLoadable
13dcbd26 UiPropertyOverrideLoadable
8164bac7 UiReplayTeamFramesData
529a504e UiRotationalStoreItemTileData
c3e489da UiSceneViewPaneData
9d8138a6 UiSliderBarDefinition
f2cfc48c UiSliderBarState
1b906cbf UiSocialChatMessageTemplate
4695505a UiStatStonesStats
cd809187 UiStoreItemTileData
76fe85fd UiStorePurchaseRowData
7e14fec2 UiSummonerSocialCardData
a914101a UiTargetStatsMenu
bbb1fd0a UiTeamFightOffScreenDifferentiationData
ce1447dd UiTeamFightTeamData
df0d389c UiTeamFightTeamHealthMeterData
dbaa8263 UiTeamFightTeamMemberData
a37f48cd UiTeamFightTeamScoreData
6e9187f0 UiTeamIdentityData
2925d554 UiTeamMemberData
48a3348a UiTextureProviderBase
6577561a UiTextureProviderMesh
d13248aa UiTextureProviderMeshData
696a421b UiUnitStatusData
9c638700 UiUnitStatusDurationBarData
16eb9b94 UiWeeklyMissionTemplate
ad493f5e UnitFields
0705759a UnitFloatingInfoBarData
ff5d83bd UnitLevelUiData
3c770c70 UnitObjectTagsSettings
f647f8e9 UnitShopDisplayTraitData
bf048fc4 UnitShopItemData
273e5e49 UnitShopItemFrameData
0d5da9d0 UnitShopItemTraitData
05016b4b UnitStatUiData
0bb59fd4 UnitStatsUiData
4bebf6c1 UnitStatusData
f441a39e UnitStatusDataInstance
05ef7ba4 UnitStatusIconData
c0dbabdd UnitStatusIcons
9fbe4012 UnitStatusIndicator
e7ae6ff1 UnitStatusPriorityList
b553408e UnitStatusPriorityListInstance
cbd8ad77 UnitStatusTemplate
c4aa0096 UniverseData
b98f49af UnrevealedTarget
eb9fa022 UpdaterData
debbb85d UpdaterDataInstance
5506262a UpdaterResourceData
51ea6d15 UpdaterResourceDataInstance
585257a3 UpgradeItemSelectionViewController
33c0d965 UseAutoattackCastTimeData
f4729554 UseableData
5cf4446f UseableDataInstance
36ff7878 VFXDefaultSpawnConditionData
ca1d9a57 VFXSpawnConditionData
7b7fe650 VOMarkerEvent
c1aa1c0b VOMarkerEventInstance
8d574919 VOMarkerEvents
c04aaf66 VOMarkerEventsInstance
074f91dd ValueColor
a6f8eb1a ValueColorInstance
04300058 ValueFloat
fdadc883 ValueFloatInstance
0035352e ValueProcessorData
e08fa9b9 ValueProcessorDataInstance
8fb30c01 ValueVector
69dc3449 ValueVector2
68dc32b6 ValueVector3
7058f943 VectorArrayTableSet
70023973 VectorDefaultTableGet
68a8e4ee VectorGet
61a1db79 VectorGetInstance
6d5de739 VectorOffsetTableGet
9dd901f2 VectorTableGet
32c4b16d VectorTableGetInstance
92f4ecee VectorTableSet
1466e379 VectorTableSetInstance
43253f05 VectorValueGet
98ab9d42 VelocityDynamicMaterialFloatDriver
ccf3a67d VelocityDynamicMaterialFloatDriverInstance
ece61617 VeritcalFacingMatchVelocity
17bc4c24 VeritcalFacingMatchVelocityInstance
17b19502 VersionString
cb4c4703 VertexAnimationRigPoseModifierData
dc0f82c0 VertexAnimationRigPoseModifierDataInstance
22673575 VerticalFacingFaceTarget
d91f1382 VerticalFacingFaceTargetInstance
e7f84a3d VerticalFacingType
0097187a VerticalFacingTypeInstance
5e842b9b VfxAlphaErosionDefinitionData
bc7a8c88 VfxAlphaErosionDefinitionDataInstance
6878c1b5 VfxAnimatedColor
4349c5f5 VfxAnimatedColorVariableData
6a733402 VfxAnimatedColorVariableDataInstance
c0301300 VfxAnimatedFloat
fe064c88 VfxAnimatedFloatVariableData
32ad3f33 VfxAnimatedFloatVariableDataInstance
b06f3ba9 VfxAnimatedVector
3f3df125 VfxAnimatedVector2f
2e0ea245 VfxAnimatedVector2fVariableData
4d3a3598 VfxAnimatedVector3f
acd81180 VfxAnimatedVector3fVariableData
f627e1a2 VfxAssetRemap
1c1aa9dd VfxAssetRemapInstance
1fb8df09 VfxBeamDefinitionData
210c19d6 VfxBeamDefinitionDataInstance
4b864aeb VfxBeamParticleDefinitionData
969aee94 VfxChildIdentifier
b41c76af VfxChildIdentifierInstance
b520045a VfxChildParticleSetDefinitionData
89d194c5 VfxChildParticleSetDefinitionDataInstance
7c893a73 VfxColorBase
2bf817b1 VfxColorOverLifeMaterialDriver
5dcc2b4e VfxColorOverLifeMaterialDriverInstance
85b14d00 VfxComplexEmitterDefinitionData
9b9fab12 VfxComplexParticleDefinitionData
49d51b69 VfxDistortionDefinitionData
1a72ed36 VfxDistortionDefinitionDataInstance
bfc2e133 VfxEmissionSurfaceData
45ecc930 VfxEmissionSurfaceDataInstance
8324a97b VfxEmitterAudio
09cde442 VfxEmitterDefinitionData
01b7cd7d VfxEmitterDefinitionDataInstance
f4e37e07 VfxEmitterFiltering
7f70a2b2 VfxEmitterLegacySimple
0a94f3d4 VfxFieldAccelerationDefinitionData
46f3f2ef VfxFieldAccelerationDefinitionDataInstance
1a7617fd VfxFieldAttractionDefinitionData
5935033a VfxFieldAttractionDefinitionDataInstance
bbc023b8 VfxFieldCollectionDefinitionData
745b57e3 VfxFieldCollectionDefinitionDataInstance
e750fae2 VfxFieldDragDefinitionData
61879d1d VfxFieldDragDefinitionDataInstance
634db850 VfxFieldNoiseDefinitionData
96202e0b VfxFieldNoiseDefinitionDataInstance
b67aee6f VfxFieldOrbitalDefinitionData
d7e1efec VfxFieldOrbitalDefinitionDataInstance
b13097f0 VfxFlexShapeDefinitionData
5c4922b6 VfxFloatBase
51d3dcdc VfxFloatOverLifeMaterialDriver
c039d307 VfxFloatOverLifeMaterialDriverInstance
88c8b7c7 VfxGroupDefinitionData
9b19f2b5 VfxLingerDefinitionData
2820c167 VfxMaterialDefinitionData
f9a4891f VfxMaterialOverrideDefinition
d9b82e87 VfxMaterialOverrideDefinitionData
d5ae0f54 VfxMaterialOverrideDefinitionDataInstance
6a88780b VfxMeshDefinitionData
91939378 VfxMeshDefinitionDataInstance
823969e6 VfxMigrationResources
1adc1d81 VfxMigrationResourcesInstance
a8ad8317 VfxPaletteDefinitionData
9ae45924 VfxPaletteDefinitionDataInstance
12ab5c27 VfxParentInheritanceParams
4beb81fd VfxPrimitiveArbitraryQuad
75adad3a VfxPrimitiveArbitraryQuadInstance
27d39da0 VfxPrimitiveArbitrarySegmentBeam
fd1697db VfxPrimitiveArbitrarySegmentBeamInstance
5705625a VfxPrimitiveArbitraryTrail
2444b2c5 VfxPrimitiveArbitraryTrailInstance
a4aea2a5 VfxPrimitiveAttachedMesh
bf21d772 VfxPrimitiveAttachedMeshInstance
e29392e1 VfxPrimitiveBase
fdef12be VfxPrimitiveBaseInstance
68753673 VfxPrimitiveBeam
dd58e77e VfxPrimitiveBeamBase
cdfc5a49 VfxPrimitiveBeamBaseInstance
5858bd70 VfxPrimitiveBeamInstance
96ddbc74 VfxPrimitiveCameraQuad
b7c1ee8f VfxPrimitiveCameraQuadInstance
f14fefab VfxPrimitiveCameraSegmentBeam
f7198018 VfxPrimitiveCameraSegmentBeamInstance
41c19efe VfxPrimitiveCameraSegmentSeriesBeam
287851b9 VfxPrimitiveCameraTrail
b6800906 VfxPrimitiveCameraTrailInstance
fdd6dfa2 VfxPrimitiveCameraUnitQuad
1df1368c VfxPrimitiveCubeProjection
6e988037 VfxPrimitiveCubeProjectionInstance
8594e839 VfxPrimitiveMesh
fc395264 VfxPrimitiveMeshBase
7320aa3f VfxPrimitiveMeshBaseInstance
d988ef86 VfxPrimitiveMeshInstance
e9945dad VfxPrimitivePlanarProjection
14d27e2a VfxPrimitivePlanarProjectionInstance
e4748b84 VfxPrimitiveProjectionBase
79fe4b5f VfxPrimitiveProjectionBaseInstance
a14bd4d0 VfxPrimitiveRay
2cf55a8b VfxPrimitiveRayInstance
2185818d VfxPrimitiveTrailBase
efd52b0a VfxPrimitiveTrailBaseInstance
53a6c97e VfxProbabilityTableData
96e47c49 VfxProbabilityTableDataInstance
0f743d03 VfxProjectionDefinitionData
af8038c0 VfxProjectionDefinitionDataInstance
4112ea83 VfxReflectionDefinitionData
34d71640 VfxReflectionDefinitionDataInstance
77cf93a8 VfxShape
ba945ee1 VfxShapeBox
12ab94a6 VfxShapeCylinder
5bbcc553 VfxShapeInstance
4f4e2ed7 VfxShapeLegacy
3dbe415d VfxShapeSphere
31fd952a VfxShapeVolume
ee3bf0b0 VfxSimpleEmitterDefinitionData
2adf4b75 VfxSineMaterialDriver
d6c3e982 VfxSineMaterialDriverInstance
1daa3fb0 VfxSoftParticleDefinitionData
a3c5bc6b VfxSoftParticleDefinitionDataInstance
a8eb52f4 VfxSpawnConditions
45cd899f VfxSystemDefinitionData
71a26b5c VfxSystemDefinitionDataInstance
b097c1bd VfxTextureMultDefinitionData
00c2a390 VfxTrailDefinitionData
a525024b VfxTrailDefinitionDataInstance
42dc7bd1 VfxVector2fBase
14e6a52c VfxVector3fBase
796bf215 VideoDefinition
ed511190 ViewController
a4913311 ViewControllerFilterI
a134eb30 ViewControllerFilter_And
68256774 ViewControllerFilter_Champion
302f19b8 ViewControllerFilter_Clash
5bf6bea7 ViewControllerFilter_Map
59025a99 ViewControllerFilter_Mobile
8eb32520 ViewControllerFilter_Mode
e8fc31c8 ViewControllerFilter_Not
dec790be ViewControllerFilter_Or
0ad557d0 ViewControllerFilter_Spectator
d9438618 ViewControllerList
83d6eef9 ViewControllerListFilterI
a8fc25d8 ViewControllerListFilter_And
48ed2f8c ViewControllerListFilter_Champion
bb94c710 ViewControllerListFilter_Clash
939f012f ViewControllerListFilter_Map
21695480 ViewControllerListFilter_Not
1635bdb6 ViewControllerListFilter_Or
7feb6200 ViewControllerSet
8ae2a6b7 ViewPaneDefinition
6217fc5b VisionConfig
36ad71fa VoiceChatViewController
86504cef VoiceChatViewPlayerSlotData
a2b8c408 VoiceChatViewSelfSlot
f1c387c0 VotePanelViewController
a36e0358 WadFileDescriptor
aac92b83 WadFileDescriptorInstance
5b9614dc WallDetection
8fa548d5 WallFollowMovement
23641a85 WallSlidingPrototype
010f4352 WallSlidingPrototypeInstance
fc85ab7b WardData
fa33b8e8 WardSkinDisabler
a2603593 WardSkinDisablerInstance
35bd5a3e WeightedSelectionCalculator
2dcfc13a WidthPerSecond
b1474db1 WorldVars
54726d4b WorldVarsTable
8f15d6b8 WorldVarsTableInstance
95ef430a X3DSharedConstantBufferDef
0125d45c X3DSharedConstantDef
344a9a75 X3DSharedData
3745189b X3DSharedTextureDef
a2d2015e mapgeo
3730b3d2 selectionStrategyConfig
