811c9dc5 
340ca71c 1
ec8f168e Ahri_Recall_Leg_01
eb8f14fb Ahri_Recall_Leg_02
f942c7a0 Ahri_Recall_Love
cada395e Ahri_Recall_PixelBurst
cc316928 Ahri_Recall_PowerBeam_01
8c6f90a4 Ahri_Recall_Screen
e3f28805 Ahri_Recall_Sparkles_child01
e93d1c0b Ahri_Recall_Transform_02
b57e4c71 Ahri_Recall_swirl_child01
b27e47b8 Ahri_Recall_swirl_child02
b37e494b Ahri_Recall_swirl_child03
4cac2f14 Ahri_Respawn_01
b6e2ad8f Ahri_Scarf
1cebba5e Ahri_Skin01_Dance_GroundColors
89fd5ba6 Ahri_Skin04_Dance_Ground_Effects
22b4439d Ahri_Skin04_Dance_Light_Child_1
90da3e78 Ahri_Skin04_I_Idle2
91da400b Ahri_Skin04_I_Idle3
46e2dc51 Ahri_Skin07_I_ScarfPixels
9448d0b2 Ahri_Skin14_Z_Dance_GroundLights
5622376a Ahri_Skin14_Z_Dance_Ripple
6a6eeb95 Ahri_Skin15_E_ChildOrb_1
14df3ef4 Ahri_Skin15_E_ChildrenTrails_1
ac826c81 Ahri_Skin15_Q_ChildOrb_1
ed32ba68 Ahri_Skin15_Q_ChildrenTrails_1
a642d986 Ahri_Skin15_R_ChildOrb_1
cc552267 Ahri_Skin15_R_ChildrenTrails_1
50c02647 Ahri_Skin15_R_Missile_ChildOrb_1
8547363a Ahri_Skin15_R_Missile_ChildrenTrails_1
126d911b Ahri_Skin15_Recall_Bubbles
f17b42ab Ahri_Skin15_Recall_Orb_Projectors
a054be34 Ahri_Skin15_Recall_Popstar_Cohesive
f3245828 Ahri_Skin15_Recall_Tails_Open
a51d62d4 Ahri_Skin15_Recall_Tails_Opening_Small
e9c76455 Ahri_Skin15_Tail_Mat
abde4a27 Ahri_Skin15_Taunt_Flash
46394013 Ahri_Skin16_Idle_Tails
f9f6ca22 Ahri_Skin28_Emote_Dance_GroundEffects
ec9fa610 Ahri_Skin28_Emote_Dance_Orb
e28b3ff0 Ahri_Skin42_Orb_Inner
88d3fa06 Ahri_Skin66_Orb_Inner
48b2a308 Ahri_Skin76_Recall_BG
e063d4c6 Ahri_Skin85_Emote_Homeguard_Ground
782a3e35 Ahri_Skin85_Emote_Homeguard_Jump
09c01fe0 Ahri_Skin85_Emote_Homeguard_Tail_Trail
1cc9354d Ahri_Skin85_Emote_Taunt_Kills_Number_0
47bc223e Ahri_Skin85_Emote_Taunt_Kills_Number_10
4cbc2a1d Ahri_Skin85_Emote_Taunt_Kills_Number_15
41b9da35 Ahri_Skin85_Emote_Taunt_Kills_Number_20
3cb9d256 Ahri_Skin85_Emote_Taunt_Kills_Number_25
3bb7922c Ahri_Skin85_Emote_Taunt_Kills_Number_30
17c92d6e Ahri_Skin85_Emote_Taunt_Kills_Number_5
a73e6543 Ahri_Skin85_W_Mis_Child
4c824ec8 Ahri_Skin86_Emote_Dance_Jump_Dust
92186b60 Ahri_Skin86_Emote_Dance_Mask_Bump
32ac2be0 Ahri_Skin86_Emote_Dance_Mask_Trail
96cb8dc2 Ahri_Skin86_Emote_Dance_Pin_Lights
3fa9ae57 Ahri_Skin86_Emote_Dance_Pin_lights_Child
4e345dd1 Ahri_Skin86_Emote_Dance_Spotlight
afa0c71f Ahri_Skin86_Emote_Death_DissolveSparklies
0f3ce3d5 Ahri_Skin86_Emote_Emotes_Dance_Ground_Effects
0b686999 Ahri_Skin86_Emote_Homeguard_EyeTrail
7a2102ad Ahri_Skin86_Emote_Homeguard_Ground
96b59bea Ahri_Skin86_Emote_Homeguard_Jump
a5507857 Ahri_Skin86_Emote_Homeguard_Tail_Trail
956ef337 Ahri_Skin86_Emote_Homeguard_Tail_Trail_Form3
4c0ce177 Ahri_Skin86_Emote_Joke_Broccolie_Glow
fe5bfc56 Ahri_Skin86_Emote_Joke_Broccolies
76af9c6f Ahri_Skin86_Emote_Joke_Cactus_Flash
11a6eeaa Ahri_Skin86_Emote_Joke_Cactus_Glow
e54f4b4c Ahri_Skin86_Emote_Joke_Cactus_Pieces
33a37475 Ahri_Skin86_Emote_Joke_Flash
284ccf51 Ahri_Skin86_Emote_Joke_Jump
df519ab5 Ahri_Skin86_Emote_Laugh_Tail_Glow
2e133eb0 Ahri_Skin86_Emote_Legend_Faker
faafeb01 Ahri_Skin86_Emote_Legend_Faker_Ahri
09045da7 Ahri_Skin86_Emote_Legend_Finger_Flash
47ecc288 Ahri_Skin86_Emote_Taunt_Hand_Trail
c88a81da Ahri_Skin86_Emote_Taunt_Kills_Number_0
a20ccb67 Ahri_Skin86_Emote_Taunt_Kills_Number_10
9d0cc388 Ahri_Skin86_Emote_Taunt_Kills_Number_15
100529cc Ahri_Skin86_Emote_Taunt_Kills_Number_20
0d052513 Ahri_Skin86_Emote_Taunt_Kills_Number_25
96083b55 Ahri_Skin86_Emote_Taunt_Kills_Number_30
c58a7d21 Ahri_Skin86_Emote_Taunt_Kills_Number_5
79c3f584 Ahri_Skin86_Emote_Taunt_Tail_Glow
ca729750 Ahri_Skin86_Orb_Inner
63f98779 Ahri_Skin86_Orb_Laugh
3ad7182f Ahri_Skin86_Orb_idleVar
189786e2 Ahri_Skin86_Q_Orb_Restore
071664c6 Ahri_Skin86_R_Ahri_Skin86_R_HUD_Flash_Gem_Restore
d039cba0 Ahri_Skin86_R_Ahri_Skin86_R_HUD_Sparkles
0c59935b Ahri_Skin86_R_Eyes
60542c3e Ahri_Skin86_SpecialFinisher_Enemy
a375472f Ahri_Skin86_SpecialFinisher_Mask_child
81affb67 Ahri_Skin86_SpecialFinisher_Tower
f6d47f02 Ahri_Skin86_SpecialFinisher_Tower_Signature
d7db6be5 Ahri_Skin86_Z_Recall_Ahri_Charging
11ac0baa Ahri_Skin86_Z_Recall_Chair_Glow
68f44db0 Ahri_Skin86_Z_Recall_Explosion
7dd503a5 Ahri_Skin86_Z_Recall_Finger_Flash
9e59f164 Ahri_Skin86_Z_Recall_Kiss_Heart
c93fc275 Ahri_Skin86_Z_Recall_New_Trophy_Fire
8065058c Ahri_Skin86_Z_Recall_New_Trophy_Fire_Flash
21bdd607 Ahri_Skin86_Z_Recall_New_Trophy_Trail
9489d962 Ahri_Skin86_Z_Recall_Old_Trophy_Fire
5bfb8d54 Ahri_Skin86_Z_Recall_Old_Trophy_Fire_Dim_Down
99129907 Ahri_Skin86_Z_Recall_Old_Trophy_Fire_Flash
3817e637 Ahri_Skin86_Z_Recall_Old_Trophy_Fire_Kill
db43b7a5 Ahri_Skin86_Z_Recall_Orb_Trail
2cb896fb Ahri_Skin86_Z_Recall_Portal
bde2fbd4 Ahri_Skin86_Z_Recall_Rays
28e67926 Ahri_Skin86_Z_Recall_Shushing
f67bc104 Ahri_Skin86_Z_Respawn_Throne_Dissolve
6bc8d108 Ahri_Skin86_Z_Transformation
cdbbab7a Ahri_Skin86_Z_Transformation1_2
47cf0a45 Ahri_Skin86_Z_Transformation_2
9741ebbb Ahri_TailColor
65a54f55 Ahri_TailPixels
91607ee1 Ahri_Tail_MAT
9f22afd4 Ahri_Tails_MAT
c1e4e73e Ahri_Taunt
9cd83e3b Ahri_Taunt_Stop
ac1fcd31 Ahri_W_cas
ebfa627b Ahri_W_mis
cb2a6252 Ahri_W_mis_02
cc2a63e5 Ahri_W_mis_03
c52a58e0 Ahri_W_mis_04
85608efa Ahri_W_mis_P02
8660908d Ahri_W_mis_P03
936bd25d Ahri_W_mis_child01
443f9c7f Ahri_W_tar
68443eaf Ahri_W_weap_cas
1a6af3e4 Ahri__Tumblekick_tar_01
3bcf3595 Ahri_dance
3ba5bf91 Ahri_recall_pulse
1100531a AirPlane1
10005187 AirPlane2
0f004ff4 AirPlane3
e8f8c489 AirPunch
53f4058b AirShip2_Grnd0
52f403f8 AirShip2_Grnd1
51442206 AirShip2_Skn
47189d84 AirShip3_Grnd0
48189f17 AirShip3_Grnd1
31e326f9 AirShip3_Skn
d1104659 AirShip4_Grnd0
d01044c6 AirShip4_Grnd1
6c6f3244 AirShip4_Skn
16bbf9c5 AirShip_A
c903edeb AirShip_Grnd0
c803ec58 AirShip_Grnd1
3ddeb4e6 AirShip_Skn
113fcb24 Air_Body
81dc5969 Air_Collar
e2364457 Airbag
f9d45e9a Airbag_Mat
f686a673 Aircraft
03b2aa91 Aircraft_Fan
87bc295d Airship
19353504 Airship1
13bbf50c Airship_B
14bbf69f Airship_C
309f860b Akali
b7bca6dc AkaliLogo
89b330f9 Akali_AllOut
639b3c4f Akali_BA_Line_strike
0c445590 Akali_BA_Swipe
1089f43d Akali_BA_Swipe_2
85992c39 Akali_BA_Tar
2beb5cb7 Akali_Base_Body_Mat
91b87aab Akali_Bloodmoon_Body_Mat
d3a4f52c Akali_Crit_Tar
34e0c5c4 Akali_Dance_Mask
f78d2087 Akali_Dragon
fd5ccbfd Akali_E_Dash_Dust
67e38f4a Akali_E_Dash_Snow
579c2858 Akali_E_Dash_Water
e7d64196 Akali_E_Enemy_Indicator
cfa270b6 Akali_E_Enemy_Indicator_Animate
65bc66ba Akali_E_Enemy_Indicator_Animate_Red
e64baf23 Akali_E_Enemy_Indicator_Animate_child
5b19da43 Akali_E_Enemy_Indicator_Animate_child_Red
2dca26da Akali_E_Enemy_Indicator_Red
ffd2e6ec Akali_E_Enemy_Indicator_Smoke
1706dff8 Akali_E_Enemy_Indicator_Smoke_red
c1fc4f1d Akali_E_HasHit_Shuriken
33ac6667 Akali_E_Mis
cdc78009 Akali_E_Missed_Ground
f06cf682 Akali_E_Missed_Ground_Dust
2688c28d Akali_E_Missed_Ground_Snow
9e82712d Akali_E_Missed_Ground_Water
8e028f69 Akali_E_Run
40403122 Akali_E_Run_Dust
8fa8b22d Akali_E_Run_Snow
7e42ae4d Akali_E_Run_Water
f41a6d9b Akali_E_Tar
6be85dff Akali_E_Trail_02
37be90d3 Akali_Gem
90242fc8 Akali_Headhunter_Body_Mat
f3f67d47 Akali_Heal_tar_child
b2436ea5 Akali_I_IdleSparkles
367de337 Akali_Idle_Fire
708707f6 Akali_Idle_Glow
5c745021 Akali_Idle_Glow_Kama
1f5e0125 Akali_Infernal_Body_Mat
11d6d09c Akali_P_Activate
2f2488b4 Akali_P_Activate_Mis
04699e57 Akali_P_Idle
15fb5671 Akali_P_Indicator_Circle_Activate
8821074a Akali_P_Indicator_Circle_Activate_Dust
870a7d55 Akali_P_Indicator_Circle_Activate_Snow
364f4805 Akali_P_Indicator_Circle_Activate_Water
1ca68451 Akali_P_Indicator_Circle_Expired
b5781807 Akali_P_Indicator_Circle_Self_Short
9ebaf66c Akali_P_Swipe_2
bf38fb4e Akali_P_Swipe_Melee
b7b0c148 Akali_P_Tar
a8cbb193 Akali_P_Tar_Close
ebdb41bf Akali_P_VFX_Mis
0af992ac Akali_P_VFX_Mis_Dummy
87449974 Akali_P_WeaponGlow
9f15272f Akali_PopStar
ef74cc69 Akali_Q_Cas
ad16947c Akali_Q_Kunai
8d2779a9 Akali_Q_Kunai_Child
a79add6d Akali_Q_Kunai_Child_Snow
c1c4138d Akali_Q_Kunai_Child_Water
88bbd96e Akali_Q_Kunai_Snow
e579d814 Akali_Q_Kunai_Water
61f8f173 Akali_Q_Mis
a794ce17 Akali_Q_Tar
515cdf32 Akali_Q_heal
73f6dae2 Akali_Q_heal_mis
34967edc Akali_R_AfterImage
9de17094 Akali_R_Buff_Indicator
ac017fe4 Akali_R_Cas
15a89dd9 Akali_R_Cas_Dust
4f2a6436 Akali_R_Cas_Snow
252d872c Akali_R_Cas_Water
2d2d9de1 Akali_R_Dash1_Trail
39089170 Akali_R_Dash_Dust
36666fd7 Akali_R_Dash_Snow
cc1a9783 Akali_R_Dash_Water
f3e31136 Akali_R_Tar
c8379cdd Akali_R_Trail
3c19bb61 Akali_Recall
387256bd Akali_Recall_Fire_Breath
3cf01517 Akali_Recall_Smoke_Ground
04c093bb Akali_Recall_Smoke_Vanish
8ce41049 Akali_Silverfang_Body_Mat
fcca8e9a Akali_Skin09_Body_Mat
d694d8c5 Akali_Skin09_Recall_Mask_Show
998e14bf Akali_Skin09_Recall_Popstar_Cohesive
2f0accc6 Akali_Skin09_Recall_Smoke_Ground
58eb231b Akali_Skin13_Body_Mat
54cb5f07 Akali_Skin13_Hair_Mat
0b86e21d Akali_Skin14_Idle_Glow
ae301a74 Akali_Skin14_Idle_Glow_Kama
8cb2c3dc Akali_Skin14_Idle_Hair_Glow
5d8155bf Akali_Skin14_Idle_Tattoo_Glow
210eb17c Akali_Skin14_Recall_Body_Warp
cd2ba4bb Akali_Skin14_Recall_Character_Overlay
05d5bfd4 Akali_Skin14_Recall_City_Hologram
109fae9f Akali_Skin14_Recall_Drone_Scan
63bd6702 Akali_Skin14_Recall_Drone_Triangle
5e7b6598 Akali_Skin14_Test_Rotation_Axis
347dfe16 Akali_Skin14_W_Drone_Child
2107dca4 Akali_Skin15_DefaultMask_MAT
ee1a6734 Akali_Skin15_RecallMask_MAT
cadce5d9 Akali_Skin32_Recall_Akali_Darkening_Fresnel
a086e197 Akali_Skin32_Recall_End_Fireworks
dc449ec6 Akali_Skin32_Recall_Fireworks_Start
93913264 Akali_Skin32_Recall_Fog_Start
00e824dc Akali_Skin32_Recall_Ground_Darkening
6f47ece5 Akali_Skin32_Recall_Light_Glow_01
85a85088 Akali_Skin32_Recall_Mini_Stage_Light
6fb9cede Akali_Skin32_Recall_Platform_Lights
d94d34d7 Akali_Skin32_Recall_Poi_Spin_Ring
cd854824 Akali_Skin32_Recall_Poi_Spin_Ring_Start
5695e2fa Akali_Skin32_Recall_Poi_Swing_Start_Trail
0456db4f Akali_Skin32_W_Laser_Child_01
0556dce2 Akali_Skin32_W_Laser_Child_02
0656de75 Akali_Skin32_W_Laser_Child_03
ff56d370 Akali_Skin32_W_Laser_Child_04
d7fa28da Akali_Skin61_Emote_Dance_Clap
863436c0 Akali_Skin61_Emote_Dance_Flourish
2ecaaf4f Akali_Skin61_Emote_Dance_Foot_Step
487fdb83 Akali_Skin61_Emote_Dance_Foot_Trail
6f4668e3 Akali_Skin61_Emote_Dance_Ground_Lake
60a399eb Akali_Skin61_Emote_Dance_In
e5b1a919 Akali_Skin61_Emote_Death_Bracelet_Glow
9c24f3ee Akali_Skin61_Emote_Death_Umi_Tears_Drop
af2b9a3a Akali_Skin61_Emote_Homeguard_Body_Trail
1ca69390 Akali_Skin61_Emote_Homeguard_Wings_Trail
27d8c968 Akali_Skin61_Emote_Joke_Pops
1b7742f8 Akali_Skin61_Emote_Joke_Ramen_Steam
8868b7c8 Akali_Skin61_Emote_Joke_Umi_Eat
af46aef6 Akali_Skin61_Emote_Joke_Umi_Trail
8fd7d759 Akali_Skin61_Emote_Respawn_Chu
97c8aa22 Akali_Skin61_Emote_Respawn_Ground_Explosion
3a9ca877 Akali_Skin61_Emote_Respawn_Ground_Explosion_child
bb6cde6e Akali_Skin61_Emote_Respawn_Hands_Trail
5c68806e Akali_Skin61_Emote_Taunt_Ground
6735a91a Akali_Skin61_Emote_Taunt_Umi
235be43f Akali_Skin61_Idle_Weapons_Glow
f7c244f3 Akali_Skin61_Kama_Right_MAT
57baec28 Akali_Skin61_Kama_String_MAT
ccab2996 Akali_Skin61_Kunai_MAT
144af40f Akali_Skin61_Q_Kunai_Death_Child
b264b196 Akali_Skin61_R_2_Wing
24f0a092 Akali_Skin61_R_Buff_Child
660e54a4 Akali_Skin61_Shadow_Kama_Right_MAT
62887e33 Akali_Skin61_Shadow_Kunai_MAT
ee7537c7 Akali_Skin61_Z_HUD_Shadow_Dissipate
b27f9400 Akali_Skin61_Z_HUD_Shadow_Main
0b2b7d5f Akali_Skin61_Z_Mesh_Swirl
c130953a Akali_Skin61_Z_Recall_Bracelet_Back
2b5b4764 Akali_Skin61_Z_Recall_Bracelet_Glow
22653933 Akali_Skin61_Z_Recall_Ground_Lake
8705846a Akali_Skin61_Z_Recall_Rigel_Portal
e2f99aa0 Akali_Skin61_Z_Recall_Rigel_Trail
8747f770 Akali_Skin61_Z_Recall_Swirls
9f529966 Akali_Skin61_Z_Recall_Umi_Trail
e67d9d08 Akali_Skin61_Z_Recall_Wing_Burst_Swril
780e4f99 Akali_Skin61_Z_Recall_Wing_Open_Burst
9b299a2c Akali_Skin61_Z_Recall_Wings
0e6c8545 Akali_Skin61_Z_Recall_Wings_Feathers
2612b1d2 Akali_Skin70_Bag_MAT
277f21a5 Akali_Skin71_Bag_MAT
714213b3 Akali_Skin71_Idle01
72421546 Akali_Skin71_Idle02
734216d9 Akali_Skin71_Idle03
7442186c Akali_Skin71_Idle04
754219ff Akali_Skin71_Idle05
58490ce5 Akali_Skin71_P_WeaponGlow01
9adb9bfe Akali_Skin71_Q_Kunai_Death_Child
ba8e0a1c Akali_Skin71_R_VFX_Mis01
1700cef1 Akali_Skin71_Recall_Smoke_01
a9d5042c Akali_String_MAT
8c2ef257 Akali_W_Cas
92d16e0b Akali_W_GlobalInvisibilityShimmerLong
a16aa5dd Akali_W_InvisibilityEnter
89246975 Akali_W_InvisibilityExit
cdce6fe3 Akali_W_Smoke
dba496f3 Akali_W_Smoke_Ring_Node
31b2469f Akshan_BA_mis
8980bf53 Akshan_BA_tar
134c1d80 Akshan_BA_tar_crit
f1dba75a Akshan_E_HookCast
4a1f9b5b Akshan_E_HookImpact
e1330e99 Akshan_E_HookShot
2e601731 Akshan_E_HookShot2
91591f5b Akshan_E_Indicator
e69efbf0 Akshan_E_SwingDust_CCW
ff6e2aab Akshan_E_SwingDust_CW
18264573 Akshan_E_SwingWater_CCW
deb285f2 Akshan_E_SwingWater_CW
5f25c189 Akshan_E_mis
a55f6eed Akshan_E_tar
27488581 Akshan_Emote_Recall_Wind
af851695 Akshan_Emote_Taunt_HookSwing
4ceb5406 Akshan_P_Speed
6902a374 Akshan_P_Stack1
6c02a82d Akshan_P_Stack2
2b8b8759 Akshan_P_StackDetonate
69d589e6 Akshan_P_mis
f069b8d2 Akshan_P_shield
770c11d2 Akshan_P_tar
b3bc101f Akshan_Q_Anticipation
e59c1c7f Akshan_Q_End
c97ab641 Akshan_Q_Tar
1a7ef5b0 Akshan_Q_Tar_Minion
738742cd Akshan_Q_mis
dcee776d Akshan_Q_mis2
fa024ade Akshan_R_Ammo_child
444041c0 Akshan_R_Beam2
dbfefd95 Akshan_R_Relics
7892bdcc Akshan_R_Relics_Death
d0ec9359 Akshan_R_Relics_Death_child
a81d459c Akshan_R_Relics_child
1b1f0609 Akshan_R_Relics_child_child
f9f0ef8f Akshan_R_Reticle
33496687 Akshan_R_Reticle2
de447ab4 Akshan_R_Tar
9e3dec27 Akshan_R_ammo
2e7deb4a Akshan_R_ammo_death
355ecf72 Akshan_R_beam
33988a68 Akshan_R_mis
b7f845e1 Akshan_W_Cas
f38bc856 Akshan_W_Gold
1a63c154 Akshan_W_GoldChild
f51f64b4 Akshan_W_ManaRegen
fe3f62c1 Akshan_W_Mark
111d99d5 Akshan_W_MarkDetonate
228a5545 Akshan_W_MarkTimer_AkshanOnly
6b8a6445 Akshan_W_Mark_1Kill
f4c1bc31 Akshan_W_Mark_2Kills
d1985dc8 Akshan_W_Mark_3Kills
10fef4b7 Akshan_W_Mark_4Kills
68c77fb1 Akshan_W_Revive
8894c289 Akshan_W_Revive_Tar
2a13cbeb Akshan_W_Speed
609d37dd Akshan_W_StealthRadius
39887b14 Akshan_W_StealthTimer
2708976c Akshan_W_Trail
45d1723a Alert_Mask
a9baefeb Alex_present_for_Jay_to_put_audio_on
e62010bd AlienInvader_Ring3
b6f4353b AlistarPassiveAllyHealRatio
057b5541 AlistarPassiveHealRatio
64bd6941 Alistar_BA_tar_01
72e72b7c Alistar_BA_tar_crit_01
634bd625 Alistar_E_Hand_01
0c5a3d14 Alistar_E_Head_01
2be3f945 Alistar_E_Meditate_01
0633aa0d Alistar_E_NosePuffs_01
3588c9af Alistar_E_Ready
1e41c909 Alistar_E_ShockwaveImpact
22998922 Alistar_E_StunImpact
e40ac806 Alistar_E_TrampleAOE
c6dae65b Alistar_E_Trample_01
3865b244 Alistar_E_stack_1
3b65b6fd Alistar_E_stack_2
3a65b56a Alistar_E_stack_3
3565ad8b Alistar_E_stack_4
3465abf8 Alistar_E_stack_5
c6cd0510 Alistar_E_stack_break
9f76af19 Alistar_Idle_GearSmoke
bd78f4d8 Alistar_Idle_GearSmoke_Child
7fee7088 Alistar_Idle_GemGlows
0753952b Alistar_P_Heal_mis_01
70238b2b Alistar_P_Heal_tar
f0bef8e5 Alistar_Q_cas
3a8b9d8f Alistar_Q_cas_Child_Trail
d07e02de Alistar_R_Glow
bc19e6c0 Alistar_R_cas
97ca4fc5 Alistar_R_cas_child
59619ee9 Alistar_Recall_ChainSnapSparks
eb29e558 Alistar_Recall_Chain_GlowON
ebb74370 Alistar_Recall_ChairHit
a62efa10 Alistar_Recall_GearGlow
ea25b4af Alistar_Recall_GearSparks
c26b3658 Alistar_Recall_Glows
0f2d117e Alistar_Recall_GrabSparks
a80a0f61 Alistar_Recall_HandSparks
6dbb1eee Alistar_Recall_Powered
ad974f93 Alistar_Recall_PullSparks
29af26a8 Alistar_Skin20_Idle_Eye_Glow
b6a6cca2 Alistar_Skin20_Q_Swipe
5d0e2bc1 Alistar_Skin20_R_cas_child
e5473e4c Alistar_Skin20_Recall_1st-ground-slam
9c39c90b Alistar_Skin20_Recall_End_Godrays
e56b9172 Alistar_Skin20_Recall_Start
66e7a975 Alistar_Skin20_Recall_headbutt
1761ec9a Alistar_Skin20_W_Dash
bbc965ae Alistar_W_Dash
612d9835 Alistar_W_tar
5b04fa55 Alistar_recall
11eb4762 AllClock
7ceb4985 AllOutAttackDamage
ad49d150 AllOutBaseAttackDamage
38dd1f00 AllOutBaseOmnivamp
c5ba1e39 AllOutOmnivamp
d77a7037 AllOutPercentHealthValor
e714096b AllOutQBonusDamage
d989dd8e AllyArmor
82987407 AllyArmorPercent
c52cde53 AllyAuraMythicPassive
471e8b27 AllyBaseDamage
f77cc796 AllyBaseMovementSpeed
c67a1046 AllyBonusAS
ba272485 AllyBonusMana
cac704c8 AllyDeaths
7af3cce5 AllyHeal
5ff24a69 AllyHealAmount
e95bf29b AllyHealing
8d8dca8f AllyHealingAmount
8067d0cb AllyHealingPerc
a49ddbb1 AllyHealth
03a560d7 AllyMS
bd516d3a AllyProcDamageAmount
4387d5cd AllyResist
f82b0e8a AllyShieldAmount
f41ab86d AllyShieldRatio
d04c36d0 AllyTooltipLeachValue
fe256c33 Alpaca
3d33e3de AlphaStrikeBounces
8f2a1f08 AlphaSword
e1645c9f AlphaSwordUlt
ffad9889 Alt_Body
6c36d5f2 Alt_Chest
1b791491 Alt_GhostKatana_Smear
08fb0a92 Alt_Ghostkatana
d653e3eb Alt_Katana
83d64fc8 Alt_Katana_Smear
46e3b1a8 Alt_Metal
15379d61 Alt_RightArm
ddca7001 Alt_Root
471344a0 Alt_Sheath
945af23c Alt_Skirt
a2d59eeb Alt_Skirt_Inner
2696f81f Alt_Wings
1ad8f02f Altar
1ad96b73 AltarRoot
50d2caa4 AltarSpear
dd95c644 Altar_Altar
57d63cc0 Altar_Buffbone_cstm_Memory1
5ad64179 Altar_Buffbone_cstm_Memory2
59d63fe6 Altar_Buffbone_cstm_Memory3
bb8c0019 Altar_Spear
cf11f0f1 Ambiance
1c9640eb Ambient
a0bde86c AmmoRechargeRateBaseTooltip
070ff06f AmmoRechargeRateTooltip
35312669 AmountIncrease
36480dc9 AmountToBlock
b577e694 AmpDamage
7923dbb9 AmpDuration
65a069fd AmpPerSec
d7411c96 AmpedHealing
d446488c AmpedPercentAD
d2d6a35b AmplifiedDamage
f28ef65e Amulet1
f18ef4cb Amulet2
f08ef338 Amulet3
f78efe3d Amulet4
f68efcaa Amulet5
090dfc31 Amumu_BA_Dust
2c8beed0 Amumu_BA_tar
37beed95 Amumu_BA_tar_crit
5cb49064 Amumu_E_Tantrum_Tar
34a6d636 Amumu_E_Tantrum_cas
18ef2539 Amumu_I_sparkle
42904b47 Amumu_Idle_Glassdome_01
1ebb9684 Amumu_Idle_HairFire
0906799f Amumu_Idle_Tesla_01
bb7c4048 Amumu_P_Shred_Hit
edfda3de Amumu_P_Shred_Maintain
144572ee Amumu_Q_Fly
fd607240 Amumu_Q_Tar
72367d5e Amumu_Q_beam
8b6c1078 Amumu_Q_beam_01
732b75a4 Amumu_Q_mis
d2b073cc Amumu_R_Body_Cas
65a473d7 Amumu_R_CurseBandages_Tar
b0006e29 Amumu_R_CurseBandages_cas
053cd9a3 Amumu_R_buf_tar_01
63a765a7 Amumu_R_cas_01
af2bf128 Amumu_R_cas_fail
3897ecd9 Amumu_R_tar_Ultwrap
5a737f40 Amumu_Recall_LeadIn_SFX
f82b767c Amumu_Recall_PenguFire
4f3833c8 Amumu_Recall_PenguPoof
4b47cdab Amumu_Recall_Winddown_SFX
873466fc Amumu_Recall_balloon_pop
76fc58f5 Amumu_Skin23_I_JetGLow_L
68fc42eb Amumu_Skin23_I_JetGLow_R
49f81d79 Amumu_Skin23_Recall_Butterfly
236051d7 Amumu_W_Despair_Buf
985a7a1b Amumu_W_Despairpool_tar
3fbd371f Amumu_W_NB_AOE_01
5ae50d8d Amumu_W_RainDrop_Child
dc9716ad Amumu_W_buf_child_01
f00c9732 Amumu_W_tar
5af457c7 Amumu_Z_HeadGlassdome
58c092f7 Amumu_Z_HeadTesla
42edcab4 Anchor
dfd4ceaa AnchorFX
3e15776a Angel_Crown
948b7533 Angel_Root
aa3e7910 Anger
43f6e535 Anger_MAT
4c6e5476 AngleTeemo
b50aaefe Angry
dde82c08 AngryIdle
97fea87e Angry_Base
b24ad809 Angry_Idle
e31f8dbc AnimProps_AncientDragon_Dragon
17901e2e AnimProps_BattleCity
fd10ac48 AnimProps_Carousel_Set8_LNY
83181399 AnimProps_Carousel_Set9
42f770cb AnimProps_Club2
da77ab43 AnimProps_DragonBathHouse
6867f459 AnimProps_Kami
4ef6cce0 AnimProps_LandmarksOfRuneterra_Night
9eb47e44 AnimProps_LunarCity2057
5b747be7 AnimProps_NightMarket
6be159b6 AnimProps_NoxusRing
06bb2cf9 AnimProps_Reality
7da151f5 AnimProps_SamuraiDuel
671ce485 AnimProps_SoulFighter
0bc638b5 AnimProps_SpaceBattle
deea4a8e AnimProps_Yokai
e145ee5d Animation
b224da62 Anivia_BA_Crit_Tar
4287dc65 Anivia_BA_Mis
67fae439 Anivia_BA_Tar
40408b01 Anivia_BlackIce_FrozenDeath
841ab946 Anivia_BlackIce_Main
6b9aa1fc Anivia_Chilled_Freeze_Trail
cc264806 Anivia_Death_1
b192c258 Anivia_Death_sfx_01
59b6ce67 Anivia_E_Mis
1a24d59b Anivia_E_Tar
83039eb6 Anivia_EggTimer
69336d23 Anivia_EggTimer_Child
51568d6c Anivia_Emote_Joke_sfx_01
ee3d6378 Anivia_Emote_Taunt_dflt_sfx_01
e789045a Anivia_Emote_Taunt_interactive_sfx_01
e68902c7 Anivia_Emote_Taunt_interactive_sfx_02
e5890134 Anivia_Emote_Taunt_interactive_sfx_03
28643f3b Anivia_Emote_Taunt_sfx_01
7110abfc Anivia_FrostBite_chilled_tar
580a6f85 Anivia_I_Tail_Trail
8bd44db9 Anivia_I_Wing_Trails
11fcaeff Anivia_I_Wing_Trails_Left
736ca387 Anivia_Q_AOE_Mis
88035973 Anivia_Q_Mis
cd9f3617 Anivia_Q_Tar
0145da1d Anivia_Q_Tar_Hit
2a4855e2 Anivia_R_AOE_Green
9d0b1c6a Anivia_R_AOE_Green_alt
179eafa2 Anivia_R_AOE_Red
3d191fea Anivia_R_Full
98fe7c74 Anivia_R_Full_01
2f1656ae Anivia_R_Prison_tar_01
1f5c2b61 Anivia_R_Shard_tar
19ed7936 Anivia_R_Tar
cf151fd7 Anivia_R_cryostorm_01
